CA2129897C	A	416	419	CoA	ABBREVIATION
CA2129897C	A	548	551	CoA	ABBREVIATION
CA2129897C	T	0	3	Coa	ABBREVIATION
CA2217479C	A	307	309	Ar	ABBREVIATION
CA2274591C	A	84	88	PGD2	ABBREVIATION
CA2274591C	T	42	46	pgd2	ABBREVIATION
CA2320822C	A	498	502	cGMP	ABBREVIATION
CA2320822C	A	619	623	cGMP	ABBREVIATION
CA2412941C	A	109	111	Ar	ABBREVIATION
CA2412941C	A	53	55	Ar	ABBREVIATION
CN101015543A	A	339	343	DPPH	ABBREVIATION
CN101037415A	A	0	6	S-DABO	ABBREVIATION
CN101037415A	T	0	6	S-DABO	ABBREVIATION
CN101045048B	A	165	167	VE	ABBREVIATION
CN101053553B	A	52	54	Fu	ABBREVIATION
CN101066980A	A	74	77	TDF	ABBREVIATION
CN101152169A	A	276	279	DMF	ABBREVIATION
CN101229119A	A	387	390	PLA	ABBREVIATION
CN101229119A	A	396	400	PLGA	ABBREVIATION
CN101229218A	A	218	221	VB1	ABBREVIATION
CN101229218A	A	223	226	VB2	ABBREVIATION
CN101229218A	A	228	231	VB6	ABBREVIATION
CN101229218A	A	233	237	VB12	ABBREVIATION
CN101234195A	A	302	309	Vit B12	ABBREVIATION
CN101239918B	A	223	226	Boc	ABBREVIATION
CN101302235B	A	211	214	DMF	ABBREVIATION
CN101317849A	A	98	101	PQQ	ABBREVIATION
CN101371820B	A	798	801	FAD	ABBREVIATION
CN101385714A	A	1022	1025	DHA	ABBREVIATION
CN101385714A	A	1057	1060	DHA	ABBREVIATION
CN101385714A	A	360	363	DHA	ABBREVIATION
CN101385714A	A	380	383	DHA	ABBREVIATION
CN101385714A	A	48	51	DHA	ABBREVIATION
CN101385714A	A	849	852	DHA	ABBREVIATION
CN101385714A	A	932	935	DHA	ABBREVIATION
CN101385714A	A	960	963	DHA	ABBREVIATION
CN101385714A	T	22	25	DHA	ABBREVIATION
CN101407459A	A	926	929	CsM	ABBREVIATION
CN101407459A	A	944	947	CsM	ABBREVIATION
CN101712655B	A	103	105	Ar	ABBREVIATION
CN101732327A	A	444	447	SMZ	ABBREVIATION
CN101732327A	A	461	464	TMP	ABBREVIATION
CN101816667A	A	200	203	ADP	ABBREVIATION
CN101874788A	A	382	384	VE	ABBREVIATION
CN101885725A	A	177	180	PQQ	ABBREVIATION
CN101885725A	A	254	257	PQQ	ABBREVIATION
CN101885725A	A	52	55	PQQ	ABBREVIATION
CN101897668A	A	346	348	PC	ABBREVIATION
CN101897668A	A	398	400	PG	ABBREVIATION
CN101897668A	A	425	427	PA	ABBREVIATION
CN101897735A	A	158	165	HMG-COA	ABBREVIATION
CN101897735A	A	628	633	LDL-C	ABBREVIATION
CN101897735A	A	638	640	TG	ABBREVIATION
CN101897735A	A	650	655	HDL-C	ABBREVIATION
CN101897967A	A	688	693	LDL-C	ABBREVIATION
CN101897967A	A	698	700	TG	ABBREVIATION
CN101897967A	A	711	716	HDL-C	ABBREVIATION
CN101906085B	A	660	664	cAMP	ABBREVIATION
CN101953811A	A	291	295	EGCG	ABBREVIATION
CN101967144A	A	363	367	HMDS	ABBREVIATION
CN101967144A	A	456	460	EDCI	ABBREVIATION
CN101967144A	A	645	648	DMF	ABBREVIATION
CN102038652A	A	281	283	HA	ABBREVIATION
CN102038652A	A	302	305	MEL	ABBREVIATION
CN102038652A	A	557	559	HA	ABBREVIATION
CN102038652A	A	576	579	DCC	ABBREVIATION
CN102038652A	A	622	626	DMAP	ABBREVIATION
CN102038652A	A	705	708	EDC	ABBREVIATION
CN102048704A	A	464	468	PVPP	ABBREVIATION
CN102078316A	A	157	161	EGCG	ABBREVIATION
CN102078316A	A	212	216	EGCG	ABBREVIATION
CN102078316A	A	414	418	EGCG	ABBREVIATION
CN102086185A	A	77	80	OPC	ABBREVIATION
CN102086185A	A	87	90	OPC	ABBREVIATION
CN102106848A	A	272	275	LBP	ABBREVIATION
CN102106848A	A	331	334	PTX	ABBREVIATION
CN102131503A	A	165	169	dopa	ABBREVIATION
CN102234249A	A	366	368	AA	ABBREVIATION
CN102240374A	A	489	492	EPA	ABBREVIATION
CN102302783A	A	166	171	VRGDG	ABBREVIATION
CN102302783A	A	173	177	cRGD	ABBREVIATION
CN102319273A	A	1563	1565	TG	ABBREVIATION
CN102503888A	A	329	331	Ar	ABBREVIATION
CN102584871A	A	389	391	RE	ABBREVIATION
CN102584871A	A	413	420	Sal-Gly	ABBREVIATION
CN102584871A	A	460	464	Bipy	ABBREVIATION
CN102603924A	A	662	666	EDTA	ABBREVIATION
CN102659630A	A	605	609	SAHA	ABBREVIATION
CN102670559A	A	250	253	PVP	ABBREVIATION
CN102675406A	A	1096	1099	MTT	ABBREVIATION
CN102688478A	A	206	211	Vitb6	ABBREVIATION
CN102688478A	A	266	271	Vit c	ABBREVIATION
CN102697792A	A	202	206	DPPC	ABBREVIATION
CN102727475A	A	722	725	MDA	ABBREVIATION
CN102727475A	A	830	833	ATP	ABBREVIATION
CN102727475A	A	852	855	ATP	ABBREVIATION
